# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "miRNA" "-g" "ID" "-a" "/home/shared/resources/mirna/mmu.gff3" "-o" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_02_featurecounts/star_counts.txt" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_1Aligned.sortedByCoord.out.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_2Aligned.sortedByCoord.out.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_1Aligned.sortedByCoord.out.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_2Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_1Aligned.sortedByCoord.out.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_2Aligned.sortedByCoord.out.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_1Aligned.sortedByCoord.out.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_2Aligned.sortedByCoord.out.bam
MIMAT0025080	chr2	65364297	65364319	-	23	0	0	0	0
MIMAT0028416	chr2	67675457	67675477	+	21	0	0	0	0
MIMAT0028417	chr2	67675496	67675516	+	21	0	0	0	0
MIMAT0025077	chr2	67781045	67781066	+	22	0	0	0	0
MIMAT0000208	chr2	74726074	74726096	+	23	7	42	13	34
MIMAT0004538	chr2	74726114	74726135	+	22	0	0	0	0
MIMAT0003462	chr2	80628714	80628732	-	19	0	0	0	0
MIMAT0016983	chr2	84741155	84741176	-	22	33	5	6	9
MIMAT0000141	chr2	84741116	84741137	-	22	2545	2756	1981	2541
MIMAT0027900	chr2	91944908	91944930	-	23	0	0	0	0
MIMAT0027901	chr2	91944872	91944893	-	22	0	0	5	0
MIMAT0009426	chr2	92191994	92192018	+	25	0	0	0	0
MIMAT0017348	chr2	92192035	92192055	+	21	0	0	0	0
MIMAT0027902	chr2	92387420	92387441	-	22	0	0	0	0
MIMAT0027903	chr2	92387384	92387405	-	22	0	0	0	0
MIMAT0028410	chr2	92592206	92592226	+	21	0	0	10	0
MIMAT0028411	chr2	92592257	92592277	+	21	0	0	0	0
MIMAT0028412	chr2	92594602	92594628	+	27	0	0	0	0
MIMAT0028413	chr2	92594654	92594676	+	23	0	0	6	0
MIMAT0027904	chr2	93421980	93422002	-	23	0	0	0	0
MIMAT0027905	chr2	93421929	93421948	-	20	0	0	0	0
MIMAT0000209	chr2	94241419	94241439	-	21	0	0	0	0
MIMAT0000544	chr2	94241376	94241397	-	22	0	0	0	0
MIMAT0029862	chr2	94241378	94241399	+	22	0	0	0	0
MIMAT0029863	chr2	94241420	94241442	+	23	0	0	0	0
MIMAT0003736	chr2	94261358	94261379	-	22	0	0	0	0
MIMAT0017242	chr2	94261316	94261340	-	25	0	0	0	4
MIMAT0007863	chr2	104428871	104428892	-	22	0	0	0	9
MIMAT0027906	chr2	114150547	114150567	-	21	0	0	0	0
MIMAT0027907	chr2	114150516	114150534	-	19	0	0	0	0
MIMAT0009422	chr2	115638777	115638798	+	22	0	0	0	0
MIMAT0003740	chr2	117185151	117185172	+	22	346	232	134	270
MIMAT0003741	chr2	117185186	117185207	+	22	41	131	29	23
MIMAT0029836	chr2	120017517	120017539	+	23	0	0	0	0
MIMAT0029837	chr2	120017558	120017579	+	22	0	0	0	0
MIMAT0017269	chr2	122640814	122640837	+	24	0	9	0	0
MIMAT0004857	chr2	122640850	122640871	+	22	0	0	0	0
MIMAT0031427	chr2	126902290	126902309	-	20	3	14	0	0
MIMAT0025082	chr2	130016369	130016391	-	23	0	0	0	0
MIMAT0027908	chr2	131040375	131040398	-	24	0	0	0	0
MIMAT0027909	chr2	131040326	131040345	-	20	0	0	0	0
MIMAT0000546_1	chr2	131288103	131288125	+	23	0	0	0	0
MIMAT0017025	chr2	131288066	131288088	+	23	11	0	0	0
MIMAT0014901	chr2	133564722	133564742	+	21	0	0	0	0
MIMAT0014902	chr2	133564760	133564781	+	22	0	0	0	0
MIMAT0009423	chr2	138819943	138819959	+	17	0	0	0	0
MIMAT0009424	chr2	151967581	151967602	-	22	0	0	0	0
MIMAT0022371	chr2	152865067	152865088	+	22	0	0	0	0
MIMAT0022372	chr2	152865105	152865126	+	22	0	0	1	35
MIMAT0003481	chr2	155356831	155356852	+	22	0	0	0	0
MIMAT0003482	chr2	155622893	155622913	+	21	15827	13387	5930	9957
MIMAT0017254	chr2	155622929	155622951	+	23	88	116	122	164
MIMAT0029896	chr2	158243542	158243565	-	24	8	6	0	0
MIMAT0029897	chr2	158243504	158243524	-	21	1	0	10	0
MIMAT0015646	chr2	158638583	158638604	+	22	0	0	5	0
MIMAT0027910	chr2	163068095	163068115	+	21	0	0	0	0
MIMAT0027911	chr2	163068137	163068155	+	19	0	0	0	0
MIMAT0029870	chr2	164354363	164354383	-	21	0	0	0	0
MIMAT0029871	chr2	164354313	164354334	-	22	6	0	2	2
MIMAT0027912	chr2	168640731	168640754	-	24	0	0	0	0
MIMAT0027913	chr2	168640696	168640716	-	21	0	0	0	0
MIMAT0025083	chr2	173701098	173701120	-	23	0	0	0	0
MIMAT0000374	chr2	174267093	174267113	-	21	364	469	95	130
MIMAT0004576	chr2	174267058	174267079	-	22	154	264	103	175
MIMAT0000376	chr2	174267553	174267575	-	23	415	335	157	367
MIMAT0017007	chr2	174267512	174267535	-	24	10	4	0	30
MIMAT0027914	chr2	180179797	180179818	-	22	0	0	0	0
MIMAT0027915	chr2	180179756	180179780	-	25	0	0	0	0
MIMAT0014903	chr2	180257547	180257567	+	21	0	5	0	12
MIMAT0014904	chr2	180257580	180257601	+	22	0	0	0	0
MIMAT0016979	chr2	180389057	180389079	+	23	84	87	8	32
MIMAT0000123_1	chr2	180389096	180389117	+	22	0	0	0	0
MIMAT0003473_1	chr2	180398401	180398421	+	21	0	0	0	0
MIMAT0000145_1	chr2	180398437	180398458	+	22	0	0	0	0
MIMAT0004527_1	chr2	180894045	180894066	+	22	0	0	0	0
MIMAT0000134_1	chr2	180894083	180894102	+	20	0	0	0	0
MIMAT0027916	chr2	181587939	181587963	-	25	0	0	0	0
MIMAT0027917	chr2	181587900	181587919	-	20	0	0	0	0
MIMAT0004527_2	chr3	17795686	17795707	+	22	0	0	0	0
MIMAT0000134_2	chr3	17795723	17795742	+	20	0	0	0	0
MIMAT0049857	chr3	17795685	17795706	-	22	0	0	0	0
MIMAT0027918	chr3	20222332	20222354	-	23	0	0	0	0
MIMAT0027919	chr3	20222294	20222311	-	18	0	0	1	0
MIMAT0014905	chr3	27584958	27584979	-	22	0	0	0	0
MIMAT0014906	chr3	27584915	27584935	-	21	0	0	0	0
MIMAT0020631	chr3	28419988	28420007	+	20	0	0	0	0
MIMAT0017236	chr3	29416840	29416862	+	23	0	0	0	0
MIMAT0003890	chr3	29416879	29416899	+	21	0	0	0	0
MIMAT0025121	chr3	29636768	29636790	+	23	0	0	0	1
MIMAT0027920	chr3	31038971	31038994	+	24	18	0	7	1
MIMAT0027921	chr3	31039007	31039028	+	22	0	0	0	0
MIMAT0007864	chr3	34638474	34638495	+	22	0	0	0	0
MIMAT0007865	chr3	34638511	34638532	+	22	0	0	0	0
MIMAT0025124	chr3	34922623	34922644	-	22	0	0	0	0
MIMAT0027922	chr3	36475498	36475519	-	22	0	0	0	0
MIMAT0027923	chr3	36475461	36475481	-	21	0	0	0	0
MIMAT0025125	chr3	46900700	46900721	-	22	0	0	0	0
MIMAT0049858	chr3	55887284	55887305	-	22	0	0	4	0
MIMAT0049859	chr3	57317490	57317511	-	22	0	0	0	0
MIMAT0049860	chr3	57317450	57317469	-	20	0	0	0	0
MIMAT0025122	chr3	57616699	57616721	+	23	0	0	0	0
MIMAT0031426	chr3	65659328	65659349	+	22	0	18	0	0
MIMAT0000124	chr3	69009775	69009796	+	22	2494	2764	4654	8162
MIMAT0004521	chr3	69009813	69009834	+	22	307	379	344	994
MIMAT0000527_1	chr3	69009918	69009939	+	22	6	38	29	24
MIMAT0017018	chr3	69009960	69009981	+	22	5	27	0	16
MIMAT0027924	chr3	82106284	82106305	-	22	0	0	0	0
MIMAT0027925	chr3	82106248	82106268	-	21	0	0	0	0
MIMAT0005845	chr3	85467396	85467418	+	23	0	0	0	0
MIMAT0014907	chr3	88215186	88215207	+	22	1	0	0	0
MIMAT0014908	chr3	88215226	88215247	+	22	0	0	0	0
MIMAT0000142_1	chr3	88215613	88215635	+	23	0	0	0	0
MIMAT0000143_1	chr3	88215652	88215673	+	22	0	0	0	0
MIMAT0049835_1	chr3	88215650	88215670	-	21	0	0	0	0
MIMAT0049836_1	chr3	88215613	88215633	-	21	0	0	0	0
MIMAT0027926	chr3	88440924	88440946	-	23	0	0	0	0
MIMAT0027927	chr3	88440879	88440899	-	21	0	0	50	13
MIMAT0007866	chr3	88536311	88536332	-	22	0	0	0	0
MIMAT0017278	chr3	89227165	89227188	-	24	0	20	0	0
MIMAT0004899	chr3	89227126	89227147	-	22	191	246	126	250
MIMAT0029844	chr3	90011188	90011210	-	23	13	0	0	30
MIMAT0029845	chr3	90011153	90011175	-	23	0	0	0	0
MIMAT0004852	chr3	90070030	90070051	+	22	469	468	232	401
MIMAT0017267	chr3	90070067	90070089	+	23	0	7	0	0
MIMAT0027928	chr3	90270154	90270176	+	23	0	0	0	0
MIMAT0027929	chr3	90270191	90270212	+	22	0	0	0	0
MIMAT0027930	chr3	95004173	95004194	+	22	0	0	0	10
MIMAT0027931	chr3	95004213	95004236	+	24	0	0	0	0
MIMAT0031401_1	chr3	95139131	95139151	-	21	0	0	0	0
MIMAT0027932	chr3	95734947	95734968	-	22	0	0	0	0
MIMAT0027933	chr3	95734911	95734931	-	21	0	10	0	0
MIMAT0028418	chr3	97690543	97690562	-	20	0	0	0	0
MIMAT0028419	chr3	97690509	97690530	-	22	0	0	0	0
MIMAT0027339	chr3	99199367	99199385	-	19	0	0	0	0
MIMAT0009427	chr3	115979905	115979924	+	20	0	0	0	0
MIMAT0049861	chr3	116667598	116667617	-	20	0	0	13	0
MIMAT0016986	chr3	118433865	118433887	+	23	0	0	0	0
MIMAT0000149	chr3	118433901	118433923	+	23	0	0	0	0
MIMAT0017245	chr3	122293649	122293671	-	23	0	0	0	0
MIMAT0003898	chr3	122293615	122293634	-	20	17	37	8	24
MIMAT0029820	chr3	122541661	122541681	-	21	0	0	0	0
MIMAT0029821	chr3	122541625	122541647	-	23	0	0	0	7
MIMAT0003373	chr3	127545238	127545260	+	23	0	0	0	0
MIMAT0003374	chr3	127545275	127545297	+	23	7	11	0	0
MIMAT0003375	chr3	127545368	127545389	+	22	0	0	0	0
MIMAT0003376	chr3	127545406	127545427	+	22	0	0	0	0
MIMAT0004579	chr3	127545501	127545522	+	22	0	0	0	0
MIMAT0000380	chr3	127545539	127545561	+	23	0	0	0	0
MIMAT0017225	chr3	127545629	127545651	+	23	0	0	0	0
MIMAT0003377	chr3	127545665	127545687	+	23	0	0	0	0
MIMAT0017214	chr3	127545741	127545761	+	21	0	0	0	0
MIMAT0003181	chr3	127545779	127545800	+	22	0	0	0	0
MIMAT0007867	chr3	134240515	134240536	-	22	0	0	0	0
MIMAT0025126	chr3	137783536	137783559	-	24	0	0	0	0
MIMAT0009428	chr3	138526425	138526446	+	22	0	0	0	0
MIMAT0025123	chr3	140028281	140028304	+	24	34	64	16	35
MIMAT0025127	chr3	142623925	142623945	-	21	0	0	0	0
MIMAT0019341	chr3	151023839	151023857	-	19	6	0	0	8
MIMAT0000215	chr3	157544285	157544306	+	22	96	250	60	71
MIMAT0004540	chr3	157544324	157544345	+	22	0	0	0	10
MIMAT0015642	chr4	3537103	3537124	+	22	0	0	0	0
MIMAT0015642_1	chr4	10845585	10845606	-	22	0	0	0	0
MIMAT0003462_1	chr4	11134156	11134174	+	19	0	0	0	0
MIMAT0025152	chr4	15942907	15942927	-	21	0	0	0	0
MIMAT0031424	chr4	33438153	33438174	+	22	0	0	0	0
MIMAT0004854	chr4	36645422	36645443	-	22	0	0	0	0
MIMAT0004855	chr4	36645383	36645404	-	22	0	0	0	0
MIMAT0025177	chr4	36668565	36668586	+	22	0	0	0	0
MIMAT0004936	chr4	36668556	36668576	-	21	0	0	0	0
MIMAT0017279	chr4	36668520	36668540	-	21	0	0	0	0
MIMAT0000240	chr4	40722968	40722990	+	23	0	0	0	0
MIMAT0020633	chr4	40850057	40850080	-	24	0	0	0	0
MIMAT0014909	chr4	40993696	40993716	+	21	7	0	0	0
MIMAT0014910	chr4	40993738	40993758	+	21	14	0	0	0
MIMAT0020613	chr4	44221197	44221219	-	23	0	0	0	0
MIMAT0020628	chr4	44607536	44607558	-	23	0	0	0	0
MIMAT0009431	chr4	48213134	48213155	-	22	0	0	0	0
MIMAT0000654	chr4	56895272	56895293	-	22	124	164	86	132
MIMAT0017050	chr4	56895232	56895252	-	21	19	0	12	0
MIMAT0014911	chr4	58441064	58441085	-	22	0	0	0	0
MIMAT0014912	chr4	58441023	58441045	-	23	13	29	7	24
MIMAT0003485	chr4	63256867	63256888	+	22	71	23	37	51
MIMAT0003742	chr4	63256904	63256924	+	21	96	88	20	46
MIMAT0003486	chr4	88122057	88122078	+	22	35	24	11	16
MIMAT0017255	chr4	88122091	88122112	+	22	6	0	0	0
MIMAT0000538	chr4	88910614	88910635	-	22	9332	7991	5704	9709
MIMAT0004634	chr4	88910577	88910599	-	23	3271	2329	1892	2870
MIMAT0025154	chr4	91373285	91373307	-	23	0	0	0	0
MIMAT0004934	chr4	94665167	94665187	+	21	7781	7789	8135	12026
MIMAT0004935	chr4	94665206	94665227	+	22	5876	5744	3799	5664
MIMAT0004526	chr4	101346993	101347014	-	22	0	0	0	5
MIMAT0000133	chr4	101346957	101346977	-	21	25	15	20	15
MIMAT0025149	chr4	108087414	108087434	+	21	0	0	0	0
MIMAT0003893	chr4	109017669	109017690	+	22	0	0	0	0
MIMAT0028420	chr4	118210539	118210564	-	26	0	0	0	0
MIMAT0028421	chr4	118210505	118210527	-	23	0	0	2	0
MIMAT0000514_1	chr4	120769584	120769606	-	23	0	0	0	0
MIMAT0004616	chr4	120769546	120769567	-	22	0	0	6	18
MIMAT0025179	chr4	120772621	120772642	+	22	0	0	0	0
MIMAT0000248	chr4	120772660	120772681	-	22	179	274	75	74
MIMAT0000249	chr4	120772618	120772639	-	22	0	0	0	0
MIMAT0027934	chr4	120973295	120973317	-	23	0	0	0	0
MIMAT0027935	chr4	120973259	120973279	-	21	12	0	0	13
MIMAT0025150	chr4	123616493	123616513	+	21	0	0	0	0
MIMAT0003487	chr4	124731768	124731788	+	21	0	0	0	0
MIMAT0003488	chr4	124743852	124743870	+	19	0	0	0	0
MIMAT0022930	chr4	124743818	124743838	+	21	0	0	0	0
MIMAT0003471_2	chr4	125504805	125504825	+	21	0	0	0	0
MIMAT0028135	chr4	126559865	126559885	+	21	0	0	0	0
MIMAT0028136	chr4	126559898	126559918	+	21	0	0	0	5
MIMAT0031425	chr4	129557756	129557775	-	20	0	0	0	0
MIMAT0027936	chr4	129684546	129684566	-	21	0	0	0	0
MIMAT0027937	chr4	129684500	129684521	-	22	0	0	0	0
MIMAT0027938	chr4	133195660	133195683	+	24	0	0	0	4
MIMAT0027939	chr4	133195696	133195716	+	21	0	0	0	0
MIMAT0020630	chr4	133369784	133369803	+	20	0	0	0	0
MIMAT0028422	chr4	133717089	133717108	-	20	0	0	0	0
MIMAT0028423	chr4	133717050	133717071	-	22	0	0	0	0
MIMAT0025155	chr4	134567757	134567778	-	22	0	0	0	0
MIMAT0017256	chr4	135416601	135416622	-	22	51	123	22	103
MIMAT0003490	chr4	135416561	135416581	-	21	104	79	93	256
MIMAT0027940	chr4	137538286	137538309	+	24	0	0	0	0
MIMAT0027941	chr4	137538349	137538370	+	22	0	0	9	7
MIMAT0025151	chr4	138163263	138163284	+	22	0	0	0	0
MIMAT0027942	chr4	138316173	138316195	-	23	0	0	0	0
MIMAT0027943	chr4	138316132	138316154	-	23	0	0	0	0
MIMAT0027944	chr4	139644047	139644070	+	24	0	0	0	0
MIMAT0027945	chr4	139644091	139644111	+	21	0	0	0	0
MIMAT0011215	chr4	139967531	139967554	-	24	0	0	0	0
MIMAT0027946	chr4	143136136	143136157	-	22	0	7	0	0
MIMAT0027947	chr4	143136100	143136121	-	22	0	0	0	0
MIMAT0027948	chr4	148146973	148146995	-	23	0	0	0	0
MIMAT0027949	chr4	148146937	148146958	-	22	0	0	0	0
MIMAT0022359	chr4	149537863	149537883	+	21	0	0	0	0
MIMAT0022360	chr4	149537901	149537922	+	22	0	0	0	0
MIMAT0027950	chr4	149655540	149655562	-	23	0	0	0	0
MIMAT0027951	chr4	149655504	149655525	-	22	0	0	0	0
MIMAT0000542	chr4	150068473	150068494	+	22	72206	74297	75719	122624
MIMAT0017022	chr4	150068517	150068537	+	21	0	0	0	7
MIMAT0049862	chr4	150797930	150797952	-	23	0	0	0	0
MIMAT0049863	chr4	150797898	150797919	-	22	0	0	0	0
MIMAT0017178	chr4	156053954	156053974	-	21	0	0	0	0
MIMAT0001537	chr4	156053916	156053937	-	22	38	0	0	0
MIMAT0004619	chr4	156054949	156054970	-	22	0	0	0	0
MIMAT0000519	chr4	156054911	156054932	-	22	6	1	0	0
MIMAT0004545	chr4	156055721	156055742	-	22	0	0	28	0
MIMAT0000233	chr4	156055685	156055706	-	22	0	0	0	0
MIMAT0029822	chr4	156230096	156230115	-	20	0	0	0	0
MIMAT0029823	chr4	156230059	156230079	-	21	0	0	0	0
MIMAT0004842	chr5	9375714	9375734	+	21	0	0	0	0
MIMAT0004843	chr5	9375748	9375769	+	22	0	0	0	0
MIMAT0049864	chr5	21673874	21673891	-	18	0	0	0	0
MIMAT0003731	chr5	24592132	24592154	+	23	31	100	107	100
MIMAT0004821	chr5	24592171	24592191	+	21	18	40	3	10
MIMAT0009433	chr5	30170751	30170772	+	22	0	0	0	0
MIMAT0022379	chr5	30647936	30647956	+	21	0	0	0	0
MIMAT0022380	chr5	30647991	30648015	+	25	0	0	0	0
MIMAT0025587	chr5	31667296	31667316	-	21	0	0	0	0
MIMAT0049865	chr5	32092765	32092783	+	19	0	0	0	0
MIMAT0027952	chr5	33898946	33898966	-	21	0	15	6	0
MIMAT0027953	chr5	33898910	33898932	-	23	0	0	0	0
MIMAT0029808	chr5	34574151	34574172	+	22	0	0	0	0
MIMAT0029809	chr5	34574192	34574213	+	22	0	1	0	0
MIMAT0005854	chr5	34732872	34732892	-	21	0	0	0	0
MIMAT0014915	chr5	35021050	35021072	+	23	5	21	0	0
MIMAT0014916	chr5	35021094	35021115	+	22	5	12	15	4
MIMAT0029908	chr5	36301570	36301588	+	19	0	0	0	0
MIMAT0029909	chr5	36301606	36301628	+	23	92	45	130	180
MIMAT0025168	chr5	41891400	41891421	+	22	0	0	0	0
MIMAT0000663_1	chr5	48223966	48223986	+	21	19	34	29	38
MIMAT0004665	chr5	48224005	48224026	+	22	0	19	0	20
MIMAT0031423	chr5	50252823	50252843	+	21	0	0	0	0
MIMAT0025172	chr5	52135972	52135993	-	22	0	0	0	0
MIMAT0004893	chr5	64970328	64970350	+	23	6	0	0	19
MIMAT0004894	chr5	64970364	64970385	+	22	291	486	320	313
MIMAT0027954	chr5	75176836	75176859	+	24	0	0	0	0
MIMAT0027955	chr5	75176878	75176899	+	22	0	0	0	0
MIMAT0049866	chr5	77084517	77084537	-	21	0	0	0	0
MIMAT0020605	chr5	77272767	77272787	+	21	0	0	0	0
MIMAT0005837	chr5	82798964	82798986	-	23	0	0	0	0
MIMAT0019353	chr5	87595963	87595982	-	20	0	0	0	0
MIMAT0025169	chr5	92458559	92458580	+	22	0	0	0	0
MIMAT0009434	chr5	92788465	92788481	-	17	0	0	0	0
MIMAT0003493	chr5	98475616	98475636	-	21	0	0	0	0
MIMAT0022365	chr5	104048003	104048023	+	21	0	0	0	0
MIMAT0022366	chr5	104048042	104048063	+	22	0	0	0	0
MIMAT0027956	chr5	110666116	110666136	-	21	0	0	0	5
MIMAT0027957	chr5	110666075	110666097	-	23	0	0	0	0
MIMAT0003491	chr5	111004170	111004190	+	21	9	7	8	9
MIMAT0017257	chr5	111004208	111004227	+	20	14	78	0	49
MIMAT0028426	chr5	113324525	113324545	-	21	0	0	0	0
MIMAT0028427	chr5	113324493	113324516	-	24	0	0	0	0
MIMAT0028428	chr5	113337623	113337645	-	23	0	0	0	0
MIMAT0028429	chr5	113337590	113337612	-	23	0	0	0	0
MIMAT0027958	chr5	114404473	114404495	+	23	0	0	0	0
MIMAT0027959	chr5	114404518	114404539	+	22	0	0	0	0
MIMAT0027960	chr5	114719515	114719537	+	23	0	0	0	0
MIMAT0027961	chr5	114719557	114719578	+	22	0	0	0	0
MIMAT0024861	chr5	114851973	114851998	+	26	35829	41478	5269	15746
MIMAT0027962	chr5	115580954	115580976	+	23	0	0	0	0
MIMAT0027963	chr5	115580984	115581005	+	22	8	7	0	0
MIMAT0027964	chr5	115645578	115645599	+	22	0	0	0	0
MIMAT0027965	chr5	115645612	115645632	+	21	0	0	0	0
MIMAT0027966	chr5	121819246	121819268	-	23	0	0	0	0
MIMAT0027967	chr5	121819209	121819229	-	21	0	0	0	0
MIMAT0031421	chr5	122682664	122682685	+	22	0	0	0	0
MIMAT0029796	chr5	123522674	123522695	-	22	0	0	0	0
MIMAT0029797	chr5	123522637	123522657	-	21	0	0	0	0
MIMAT0027968	chr5	123996857	123996882	+	26	0	0	0	0
MIMAT0027969	chr5	123996908	123996929	+	22	0	0	0	0
MIMAT0049867	chr5	125781683	125781704	+	22	0	0	0	0
MIMAT0049868	chr5	125781719	125781738	+	20	0	0	0	0
MIMAT0019347	chr5	134326494	134326512	+	19	5	3	1	0
MIMAT0027970	chr5	135383783	135383805	-	23	4	0	25	10
MIMAT0027971	chr5	135383730	135383750	-	21	0	0	0	0
MIMAT0027972	chr5	135735864	135735884	-	21	0	0	1	0
MIMAT0027973	chr5	135735807	135735830	-	24	0	0	0	0
MIMAT0027974	chr5	136105527	136105547	+	21	0	0	0	0
MIMAT0027975	chr5	136105583	136105603	+	21	0	0	0	0
MIMAT0003515	chr5	136375777	136375797	-	21	0	0	0	0
MIMAT0003492	chr5	136991520	136991541	+	22	9	11	14	0
MIMAT0022931	chr5	136991442	136991462	+	21	0	0	3	0
MIMAT0031422	chr5	137293800	137293820	+	21	0	0	0	0
MIMAT0027976	chr5	137296661	137296683	-	23	0	0	0	0
MIMAT0027977	chr5	137296624	137296646	-	23	8	0	0	0
MIMAT0025173	chr5	137529551	137529571	-	21	0	0	0	0
MIMAT0025174	chr5	137529509	137529530	-	22	7	0	0	0
MIMAT0017049	chr5	138165370	138165391	-	22	16	0	8	13
MIMAT0000652	chr5	138165332	138165353	-	22	4772	4962	6738	11533
MIMAT0000540	chr5	138165574	138165596	-	23	7632	7232	8911	12774
MIMAT0004636	chr5	138165536	138165557	-	22	14	6	14	27
MIMAT0000386	chr5	138165787	138165807	-	21	41	35	56	82
MIMAT0004582	chr5	138165746	138165767	-	22	72	73	25	56
MIMAT0000584	chr5	139369708	139369730	-	23	90	168	42	78
MIMAT0004649	chr5	139369673	139369695	-	23	80	62	22	17
MIMAT0027978	chr5	139767915	139767938	-	24	0	0	0	0
MIMAT0027979	chr5	139767879	139767900	-	22	0	0	0	0
MIMAT0027980	chr5	140427344	140427365	+	22	0	0	0	0
MIMAT0027981	chr5	140427388	140427409	+	22	0	0	0	0
MIMAT0027982	chr5	144896790	144896811	-	22	0	0	0	0
MIMAT0027983	chr5	144896732	144896753	-	22	0	0	0	0
MIMAT0025580	chr5	147283257	147283275	-	19	11	9	12	16
MIMAT0004943	chr6	3721355	3721375	-	21	0	0	0	0
MIMAT0017284	chr6	3721315	3721335	-	21	0	0	0	0
MIMAT0003112	chr6	3721922	3721944	-	23	0	0	0	0
MIMAT0022704	chr6	3721957	3721981	-	25	0	0	0	0
MIMAT0025114	chr6	19555438	19555458	+	21	0	0	0	0
MIMAT0003730	chr6	27936711	27936733	-	23	0	0	0	7
MIMAT0017234	chr6	27936672	27936693	-	22	0	0	0	0
MIMAT0000209_1	chr6	29022624	29022644	+	21	0	0	1	0
MIMAT0016994	chr6	29022667	29022688	+	22	0	0	0	0
MIMAT0000211	chr6	30165962	30165986	-	25	2394	2340	2960	5203
MIMAT0016995	chr6	30165923	30165943	-	21	0	17	24	44
MIMAT0000541	chr6	30169506	30169528	-	23	1613	1406	2803	3705
MIMAT0017021	chr6	30169465	30169486	-	22	0	0	0	0
MIMAT0000212	chr6	30169711	30169732	-	22	1542	1616	2262	4864
MIMAT0004539	chr6	30169672	30169693	-	22	9	57	39	85
MIMAT0000766	chr6	30741314	30741336	+	23	629	823	1006	693
MIMAT0004704	chr6	30741354	30741375	+	22	51	117	64	83
MIMAT0004631	chr6	31062711	31062732	-	22	191	226	80	146
MIMAT0000535	chr6	31062673	31062694	-	22	14312	12069	7490	13351
MIMAT0004523	chr6	31063067	31063088	-	22	46	48	14	53
MIMAT0000127_1	chr6	31063025	31063047	-	23	1	0	0	0
MIMAT0017261	chr6	36421763	36421782	+	20	10	1	1	3
MIMAT0003780	chr6	36421800	36421821	+	22	0	0	0	0
MIMAT0029846	chr6	38507325	38507346	+	22	0	0	0	0
MIMAT0029847	chr6	38507371	38507393	+	23	0	0	0	0
MIMAT0003494	chr6	47803590	47803610	-	21	0	0	14	10
MIMAT0025115	chr6	50572459	50572481	+	23	0	0	0	0
MIMAT0004617	chr6	51269867	51269888	-	22	21	17	0	10
MIMAT0000516	chr6	51269829	51269850	-	22	817	1016	544	746
MIMAT0001081	chr6	52230129	52230150	-	22	43000	56490	45198	72656
MIMAT0017170	chr6	52230094	52230115	-	22	6	13	4	0
MIMAT0031418	chr6	71271745	71271764	+	20	18	65	9	31
MIMAT0028432	chr6	81895640	81895663	-	24	0	0	0	0
MIMAT0028433	chr6	81895590	81895611	-	22	0	0	0	0
MIMAT0002109	chr6	81896602	81896624	-	23	0	0	0	0
MIMAT0022699	chr6	81896629	81896655	-	27	0	0	0	0
MIMAT0027984	chr6	83049716	83049737	+	22	0	0	0	0
MIMAT0027985	chr6	83049752	83049773	+	22	0	4	0	6
MIMAT0015640	chr6	83090360	83090380	-	21	0	0	0	0
MIMAT0025118	chr6	83401060	83401081	-	22	0	0	0	0
MIMAT0003495	chr6	85336341	85336360	-	20	0	0	0	0
MIMAT0025119	chr6	85790203	85790225	-	23	0	0	0	0
MIMAT0025120	chr6	88104204	88104225	-	22	0	0	0	0
MIMAT0027986	chr6	94606388	94606410	-	23	0	0	0	0
MIMAT0027987	chr6	94606364	94606383	-	20	0	0	0	0
MIMAT0049869	chr6	99184999	99185019	-	21	0	0	0	0
MIMAT0049870	chr6	99184962	99184982	-	21	0	0	0	0
MIMAT0025117	chr6	102794445	102794466	+	22	0	0	0	0
MIMAT0029828	chr6	108489743	108489767	+	25	0	0	0	0
MIMAT0029829	chr6	108489782	108489803	+	22	0	0	9	0
MIMAT0027988	chr6	113707213	113707233	+	21	0	0	0	0
MIMAT0027989	chr6	113707245	113707265	+	21	0	0	0	0
MIMAT0029826	chr6	115775657	115775678	+	22	0	0	1	0
MIMAT0029827	chr6	115775697	115775719	+	23	0	0	0	0
MIMAT0027990	chr6	116646020	116646042	-	23	0	0	0	0
MIMAT0027991	chr6	116645978	116645998	-	21	0	0	0	0
MIMAT0027992	chr6	118085197	118085215	+	19	0	0	0	0
MIMAT0027993	chr6	118085243	118085263	+	21	0	0	3	0
